

=== TABLE: 2024 ===
الاجمالي,الرصيد,الايراد,المصروف,التاريخ,ملاحظات,ID
95827,-3000,,3000,"12/23/24 00:00:00","تحت حساب ضرايب الصفوة د السعدني ",1140
42827,-53000,,53000,"12/23/24 00:00:00","د السعدني / د تيمور",1141
42657,-170,,170,"12/23/24 00:00:00","جولد اي",1142
42562,-10,,10,"12/23/24 00:00:00","طه مواصلات",1144
73957,31395,31545,150,"12/25/24 00:00:00","نوري2475",1145
73787,-85,,85,"12/25/24 00:00:00","جولد اي",1147
73727,-60,,60,"12/25/24 00:00:00","قطرات مضاد حيوي الشروق",1148
72927,-100,,100,"12/25/24 00:00:00","السعدني ",1150
80602,7675,7675,,"12/25/24 00:00:00","م سعاد",1151
77002,-3600,,3600,"12/25/24 00:00:00","شهرية جاد",1152
76852,-150,,150,"12/25/24 00:00:00","نوري2625",1153
76512,-340,,340,"12/25/24 00:00:00","جولد اي",1154
76427,-85,,85,"12/25/24 00:00:00","اوفو850",1155
75977,-450,,450,"12/26/24 00:00:00","مرتجع كشف ا/نفيسة/تحويل كاش مروة",1156
74977,-1000,,1000,"12/26/24 00:00:00","كهربا ",1157
76972,1995,1995,,"12/26/24 00:00:00","طنطا",1159
76822,-150,,150,"12/26/24 00:00:00","نوري 2775",1160
76737,0,100,100,"12/28/24 00:00:00","صافي لاول الشهر-تم 11-8",1162
76700,-37,,37,"12/28/24 00:00:00","سكر",1163
73200,-3500,,3500,"12/28/24 00:00:00","د السعدني / اللاب",1164
79210,900,900,,"12/29/24 00:00:00","اوفو تقفيل 11",1166
101430,22220,22920,700,"12/29/24 00:00:00","ابو يوسف",1167
101310,-120,,120,"12/29/24 00:00:00","فاتورة مياه",1168
101225,-85,,85,"12/29/24 00:00:00","اوفو935",1169
103983,2833,2950,117,"12/30/24 00:00:00","شاي و2سكر الشروق",1171
103808,-175,,175,"12/30/24 00:00:00","صيانة فلتر",1172
102808,-1000,,1000,"12/31/24 00:00:00","عم سعيدالبواب",1173
112843,10035,10055,20,"12/31/24 00:00:00","شاي اخضر",1174
96833,-1000,,1000,"12/31/24 00:00:00","السعدني / عمر",1176
111304,-58117,,58117,"01/01/24 00:00:00","المرتبات",2
93404,-900,,900,"01/01/24 00:00:00","اضافي الفنيين+هدير ال300 جنيه*2",4
83479,-60,,60,"01/02/24 00:00:00","شعاع60",14
70744,-170,,170,"01/04/24 00:00:00","اورانج",20
68060,-50,,50,"01/06/24 00:00:00","شاي",25
58317,-100,,100,"01/10/24 00:00:00","كروكس عصام",42
68656,-120,,120,"01/13/24 00:00:00","شاي ومياه وسكر",49
91066,-3700,,3700,"01/15/24 00:00:00","د/السعدني بسنت البنات",56
127906,900,900,,"01/18/24 00:00:00","طنطا",64
129666,-55,,55,"01/20/24 00:00:00","شاي",69
151331,0,190,190,"01/22/24 00:00:00","صافي/تم السداد",74
234236,1680,1680,,"01/29/24 00:00:00","طنطا",88
248256,-40,,40,"01/31/24 00:00:00","منظفات",93
212982,-2000,,2000,"02/01/24 00:00:00","د السعدني الجمعية",99
172433,-420,,420,"02/03/24 00:00:00","كحول 12*35",107
183691,-2750,,2750,"02/05/24 00:00:00","نت بطرس والشروق وكفر الشيخ من 11ل2",118
217811,-96,,96,"02/10/24 00:00:00","عدد 2 ك سكر*48",130
68851,-150,,150,"02/11/24 00:00:00","بالطوهات",135
106241,-9400,,9400,"02/13/24 00:00:00"," كفرات اشعة 1000*9.4",141
89682,-40,,40,"01/08/24 00:00:00","مواصلات الصواف مرتين",31
174366,1595,1595,,"01/25/24 00:00:00",,82
241371,32625,32680,55,"02/07/24 00:00:00","شاي",123
93697,-6500,,6500,"02/17/24 00:00:00","تاتش الاوتوريف",149
100402,-20,,20,"02/18/24 00:00:00","شاي اخضر",156
86224,1675,1735,60,"02/19/24 00:00:00","مواصلات الصواف 3 مرات",162
121477,-20,,20,"02/22/24 00:00:00","باتيه د السعدني",171
135287,0,1500,1500,"02/26/24 00:00:00","صافي400/تم سداد/11/10- تم سداد(360 يوم 12\4)-540يوم11-8",178
113101,-15000,,15000,"03/02/24 00:00:00","مكتب المحاسبة واصل140000",195
99506,-60,,60,"03/04/24 00:00:00","شعاع60",204
72526,-7300,,7300,"03/05/24 00:00:00"," جاونات وسرنجات وجوانتيات",210
54591,-60,,60,"03/07/24 00:00:00","اوفو120",219
45946,-240,,240,"03/10/24 00:00:00","بالطوهات",225
49484,2295,2295,,"03/12/24 00:00:00","طنطا",230
56960,-119,,119,"03/17/24 00:00:00","فاتورة مياه",241
82165,8980,9020,40,"03/20/24 00:00:00","مواصلات ابن سينا",248
71190,4245,4665,420,"03/23/24 00:00:00","عدد21*20 بينوكس",255
98490,9380,9380,,"03/27/24 00:00:00","طنطا",262
67655,9515,9715,200,"03/31/24 00:00:00","نت الشروق",267
35176,-410,,410,"04/04/24 00:00:00","فودافون+د السعدني",279
59542,-6250,,6250,"04/07/24 00:00:00","د الصواف",287
26848,6250,6250,,"04/08/24 00:00:00","الصواف",293
32503,-185,,185,"04/14/24 00:00:00","شاي ومطرات",298
33181,-310,,310,"04/16/24 00:00:00","البنات",304
44288,-60,,60,"04/17/24 00:00:00","شعاع240",310
50888,-15,,15,"04/21/24 00:00:00","عمولة انستاباي",321
69543,16200,16200,,"04/23/24 00:00:00","طنطا",326
83283,19200,19230,30,"04/24/24 00:00:00","مواصلات مصطفى البطارية",331
115958,2610,2670,60,"04/29/24 00:00:00","اوفو720",340
72275,-13700,,13700,"05/01/24 00:00:00","تحت حساب العيادة",346
75525,-180,,180,"05/02/24 00:00:00","اوفو180",353
85545,15050,15050,,"04/05/24 00:00:00","طنطا",359
82155,17480,17480,,"05/07/24 00:00:00","طنطا",364
65525,-5000,,5000,"05/08/24 00:00:00","عيادة البحر د السعدني",369
36126,-40,,40,"05/11/24 00:00:00","ريموت وبطارية",378
86506,-60,,60,"05/15/24 00:00:00","مواصلات عصام الصواف",385
113524,6125,6305,180,"05/18/24 00:00:00","اوفو540",392
128754,-214,,214,"05/21/24 00:00:00","شاي وسكر",406
123109,-310,,310,"05/25/24 00:00:00","البنات",416
139199,-3150,,3150,"05/28/24 00:00:00","عدد45 دفتر *70",422
57952,240,240,,"05/30/24 00:00:00","تسوية شعاع240",437
81352,-290,,290,"06/02/24 00:00:00","مصطفى السعدني طرد",444
56557,1675,1990,315,"06/03/24 00:00:00","منظفات",450
66697,-385,,385,"06/05/24 00:00:00"," وفودافون+د السعدني",455
43031,-29146,,29146,"06/10/24 00:00:00","النسبة",467
25964,-60,,60,"06/11/24 00:00:00","اوفو360",473
66736,-40,,40,"06/11/24 00:00:00","مواصلات محمود د السعدني تحويل",479
68916,-65,,65,"06/23/24 00:00:00","شاي",489
97926,-20,,20,"06/24/24 00:00:00","مواصلات طه الصواف",494
84379,-500,,500,"01/03/24 00:00:00","الجمعية",11
99446,-60,,60,"03/05/24 00:00:00","اوفو 60",205
83486,6430,6490,60,"04/03/24 00:00:00","اوفو180",275
128434,-320,,320,"05/21/24 00:00:00","تعاقد الشروق",407
134854,-760,,760,"05/29/24 00:00:00","محلول19*40",430
82237,19310,19310,,"06/09/24 00:00:00","طنطا",464
111636,22,22,,"06/30/24 00:00:00","قطرة موكسي فلوكس",501
139322,-585,,585,"07/01/24 00:00:00","اورانج وفودافون",509
160827,-120,,120,"07/02/24 00:00:00","شعاع120",515
57837,-80000,,80000,"07/03/24 00:00:00","ليد مصطفي السعدني",521
117605,-40,,40,"07/08/24 00:00:00","مواصلات عصام",528
44490,-345,,345,"07/10/24 00:00:00","اضافي صافي",535
87450,-60,,60,"07/15/24 00:00:00","شعاع240",547
157965,-120,,120,"07/17/24 00:00:00","فاتورةمياه",552
39410,-80,,80,"07/20/24 00:00:00","سكر",559
84770,47980,48040,60,"07/21/24 00:00:00","شعاع300",563
95515,14740,14810,70,"07/22/24 00:00:00","كيسين سكر الشروق",569
148060,0,10000,10000,"07/25/24 00:00:00","السعدني/تم السداد",576
155673,-60,,60,"07/27/24 00:00:00","شعاع420",583
191503,-60,,60,"07/28/24 00:00:00","شعاع480",589
193101,38,38,,"07/30/24 00:00:00","قطره فارما تيرز",595
98753,-19700,,19700,"08/05/24 00:00:00","تحويل 400$*49.25 د السعدني",616
85957,-200,,200,"08/10/24 00:00:00","بالطوهات",635
197783,-60,,60,"08/13/24 00:00:00","شعاع120",644
221213,-3950,,3950,"08/14/24 00:00:00","نمير حتي نهاية شهر 7",650
107694,60861,60921,60,"08/18/24 00:00:00","اوفو600",658
122459,-3360,,3360,"08/19/24 00:00:00","بالتتين مناديل*315+105جاون*22+علبة سرنجات 10سم*300+3 انتقالات",664
158750,-2040,,2040,"08/28/24 00:00:00","كهربا+ انتقالات شركة الكهربا",687
111323,-1000,,1000,"09/01/24 00:00:00","عم سعيدالبواب",700
71173,27740,27790,50,"09/01/24 00:00:00","عاملة نظافة /الشروق",707
73123,-3600,,3600,"09/02/24 00:00:00","شهرية جاد",715
165958,0,20000,20000,"09/04/24 00:00:00","من حساب تصليح جهاز الفاكو (واصل 140 متبقي 40)/تم السداد ك",721
187484,-2500,,2500,"09/09/24 00:00:00","رسوم السجل التجاري",736
168474,-517,,517,"09/10/24 00:00:00","اضافي صافي",744
182869,-40,,40,"09/11/24 00:00:00","مواصلات عصام المستلزمات",751
176967,-100,,100,"09/12/24 00:00:00","كفرالشيخ عصام",761
188667,0,200,200,"09/14/24 00:00:00","ابو يوسف/تم السداد ك",768
219786,0,200,200,"09/17/24 00:00:00","ابو يوسف/الدكتوره/تم ك",776
125973,0,1880,1880,"09/18/24 00:00:00","كهربا الدار/تم",785
137403,-1000,,1000,"09/19/24 00:00:00","كهربا",792
197613,-60,,60,"09/25/24 00:00:00","اوفو360",807
199779,-74,,74,"09/28/24 00:00:00","2 ك سكر",813
217654,-60,,60,"09/29/24 00:00:00","شعاع540",818
141256,825,825,,"10/02/24 00:00:00","تسوية حساب نوري",827
163104,-60,,60,"10/02/24 00:00:00","اوفو60",834
184780,-74,,74,"10/07/24 00:00:00","سكر 2ك",852
165430,0,50,50,"10/09/24 00:00:00","رضا تم السداد",858
141278,-61606,,61606,"08/03/24 00:00:00","مرتبات",606
127206,-5500,,5500,"08/07/24 00:00:00","تجديد الختم الاليكتروني",627
83857,-2100,,2100,"08/11/24 00:00:00"," حونتيات 2*1050",636
155010,-20000,,20000,"08/26/24 00:00:00","تحت حساب تصليح جهاز الفاكو",681
164898,-100,,100,"09/24/24 00:00:00","جولد اي400",803
141431,-66063,,66063,"10/01/24 00:00:00","مرتبات",824
178359,-80,,80,"10/06/24 00:00:00","عصير للحالات",846
98005,-14280,645,14925,"10/10/24 00:00:00","مناديل+ورق تعقيم+ورق تبكيت+روشتات+مصنعية+مستلزمات+مواصلات",865
138617,-75,,75,"10/15/24 00:00:00","نوري1350",880
149522,-3060,,3060,"10/19/24 00:00:00","مصطفى السعدني انستا اوفو",889
165169,13905,13905,,"10/20/24 00:00:00","داليا الشروق",898
163579,1890,2115,225,"10/21/24 00:00:00","نوري1950",905
179186,-75,,75,"10/22/24 00:00:00","نوري2025",910
88606,-100000,,100000,"10/24/24 00:00:00","مصطفى السعدني نقدا",916
106921,3330,3555,225,"10/28/24 00:00:00","نوري2625",930
62800,-118,,118,"11/02/24 00:00:00","السعدني / قهوه",943
77418,25700,25775,75,"11/03/24 00:00:00","نوري150",950
69428,-80,,80,"11/05/24 00:00:00","جولد اي",957
74943,-40,,40,"11/06/24 00:00:00","الجاونات مواصلات عصام",962
38798,-250,750,1000,"11/11/24 00:00:00","خطأفي حساب د السعدني/فرق حالة مياه بيضا بطاقة صحية",981
85260,-85,,85,"11/17/24 00:00:00","اوفو290",1000
105325,22425,22500,75,"11/19/24 00:00:00","نوري2250",1006
100350,-10000,,10000,"11/20/24 00:00:00","د السعدني نقدا",1012
107004,-160,,160,"11/23/24 00:00:00","مواصلات عصام 3 مرات ابن سينا+عمر الفاطمية",1022
153177,0,100,100,"11/27/24 00:00:00","صافي/تم السداد10-12",1039
81520,-15000,,15000,"12/01/24 00:00:00","تحت حساب العيادة",1053
74145,-26620,,26620,"12/02/24 00:00:00","ايجار بطرس",1061
86574,-85,,85,"12/03/24 00:00:00","اوفو170",1067
88639,-1605,635,2240,"12/05/24 00:00:00","عصام/الجونات100*22+40مواصلات",1073
87789,-775,,775,"12/07/24 00:00:00","كاتل",1075
93359,-375,,375,"12/07/24 00:00:00","نوري975",1080
99319,-60,,60,"12/09/24 00:00:00","شعاع120",1092
88575,21095,21095,,"12/11/24 00:00:00","طنطا",1098
67140,45,45,,"12/12/24 00:00:00","قطرة تايمر مروة",1103
82427,-1000,,1000,"12/15/24 00:00:00","البنات",1110
90097,-75,,75,"12/16/24 00:00:00","نوري 1875",1115
105599,13080,13100,20,"12/18/24 00:00:00","شنطة هدايا د السعدني",1122
79089,2930,3005,75,"12/21/24 00:00:00","نوري2025",1130
42572,-85,,85,"12/23/24 00:00:00","اوفو680",1143
73027,-700,,700,"12/25/24 00:00:00","بينوكس20*25+2 سيكلو فرين",1149
74977,0,100,100,"12/26/24 00:00:00","ساره /تم1-1",1158
78310,5110,5185,75,"12/28/24 00:00:00","نوري2850",1165
101150,-75,,75,"12/29/24 00:00:00","نوري2925",1170
88827,20767,20855,88,"01/07/24 00:00:00"," الشروق2ك سكر",26
97157,-100,,100,"01/09/24 00:00:00","اصلاح كرسي جلد",35
95876,27445,27465,20,"01/14/24 00:00:00","قرنفل",52
130631,2725,2785,60,"01/20/24 00:00:00","اوفو600",65
182771,-365,,365,"01/24/24 00:00:00","عدد 10اوبتي بريد*36.5",80
279706,31450,31490,40,"01/31/24 00:00:00","اقلام 12",94
165124,-45,,45,"10/20/24 00:00:00","مفك",899
123786,-150,,150,"10/31/24 00:00:00","نوري 2775",939
35603,-46790,,46790,"11/10/24 00:00:00","نسبة شهر10",975
39048,-370,,370,"11/11/24 00:00:00","اضافي صافي",980
99104,-119,,119,"11/21/24 00:00:00","فاتورة مياه",1018
153329,21350,21350,,"11/27/24 00:00:00","طنطا",1036
95964,-2000,,2000,"12/07/24 00:00:00","البنات",1087
166506,-4990,,4990,"02/04/24 00:00:00","دفاتر الشروق52دفتر*70+1000 كارت*1.35",109
98557,4860,4960,100,"02/17/24 00:00:00","طابعه استقبال",150
124427,-12,,12,"02/21/24 00:00:00","كوريكتور",166
140745,-12,,12,"02/26/24 00:00:00","طنطا",181
134226,-20000,,20000,"03/02/24 00:00:00","شنطة رمضان+اضافي د السعدني",192
54651,1988,2000,12,"03/07/24 00:00:00","لزق",218
55624,50,50,,"03/13/24 00:00:00","قطرة هاي فريش",232
52709,610,670,60,"03/14/24 00:00:00","شعاع240",236
82025,-40,,40,"03/20/24 00:00:00","مواصلات الصواف مرتين",250
46926,-12030,,12030,"04/01/24 00:00:00","تحت حساب العيادة",270
59422,-60,,60,"04/07/24 00:00:00","اوفو300",289
38121,4940,5000,60,"04/16/24 00:00:00","اوفو480",305
41098,460,520,60,"04/20/24 00:00:00","شعاع300",316
60903,-3000,,3000,"04/21/24 00:00:00","جاد ",319
90273,-800,,800,"04/28/24 00:00:00","ابو يوسف",336
74255,-24200,,24200,"05/02/24 00:00:00","ايجار بطرس",351
87025,12770,12770,,"05/08/24 00:00:00","طنطا",367
63216,27220,27220,,"05/12/24 00:00:00","طنطا",381
135544,22300,22300,,"05/19/24 00:00:00",,395
134431,-183,,183,"05/20/24 00:00:00","شاي وسكر ومنفات الشروق",397
123594,2480,2560,80,"05/24/24 00:00:00","بالطوهات",413
170614,-210,,210,"05/29/24 00:00:00","د عمر(فرق المرتب 500-290)",428
56532,-24200,,24200,"06/02/24 00:00:00","ايجار بطرس",446
54987,1100,1100,,"06/06/24 00:00:00","طنطا",462
66776,-40,,40,"06/11/24 00:00:00","مواصلات محمود الكروت",478
166651,1670,1790,120,"06/27/24 00:00:00","بالطوهات",498
182037,21410,21485,75,"07/03/24 00:00:00","سكر 2ك",518
28040,-29015,,29015,"07/10/24 00:00:00","النسبة",532
104050,45160,45160,,"07/14/24 00:00:00","طنطا",541
87510,-60,,60,"07/15/24 00:00:00","اوفو240",546
37390,-2000,,2000,"07/21/24 00:00:00","هشام",561
155850,6920,7240,320,"07/27/24 00:00:00","تعاقد الشروق",580
202951,0,2000,2000,"07/30/24 00:00:00","ايمان من القرض/تم السداد",597
131478,200,200,,"08/03/24 00:00:00","م رضا باقي50 يوم 27-7",608
136060,-600,,600,"08/06/24 00:00:00","ستارة للباب مشمع",620
130118,-74,,74,"08/12/24 00:00:00","سكر2 ك",639
225163,-100,,100,"08/14/24 00:00:00","صيانة تكييفات-الشروق",649
138174,-10000,,10000,"08/21/24 00:00:00","فيزا cib هرجعهم مع سداد الفيزا يوم 5\9",669
122273,-62601,,62601,"09/01/24 00:00:00","مرتبات",697
71013,-100,,100,"09/01/24 00:00:00","جولد اي100",709
148198,0,60,60,"09/05/24 00:00:00","داليا الشروق",724
147545,-37859,,37859,"09/10/24 00:00:00","النسبة",740
181219,0,500,500,"09/11/24 00:00:00","د السعدني دوا/تم السداد ك",754
188777,-60,,60,"09/14/24 00:00:00","اوفو240",766
272748,-100,,100,"09/17/24 00:00:00","سكرالشروق3ك",780
148693,-150,,150,"09/21/24 00:00:00","نوري225",796
161333,16705,17155,450,"09/22/24 00:00:00","باقي القماش",799
216154,-1500,,1500,"09/30/24 00:00:00","كهربا",819
142074,-800,,800,"10/03/24 00:00:00","عدد 32 قطرة بينوكس",838
144064,0,30000,30000,"10/05/24 00:00:00","فلوس cib/تم السداد",843
112285,-36125,,36125,"10/10/24 00:00:00","نسبة شهر9",863
130242,510,510,,"10/14/24 00:00:00","طنطا",877
147717,0,5000,5000,"10/17/24 00:00:00","د السعدني/الجمعية تم",886
178856,-260,,260,"10/22/24 00:00:00","باقي شراءالطرح والواصلات",912
94991,-75,,75,"10/26/24 00:00:00","نوري2325",924
132141,29550,29620,70,"10/29/24 00:00:00","د السعدني رضوى كفر الشيخ",934
74733,0,100,100,"11/07/24 00:00:00","سارة/تم السداد من الاضافي11-11",965
64845,5570,5570,,"11/16/24 00:00:00","طنطا",995
64545,-300,,300,"11/16/24 00:00:00","نوري2025",996
110350,10180,10330,150,"11/20/24 00:00:00","نوري2400",1011
103969,-75,,75,"11/25/24 00:00:00","نوري 3225",1033
157662,-85,,85,"11/30/24 00:00:00","اوفو375",1047
157482,-80,,80,"11/30/24 00:00:00","مواصلات عصام ابن سينا",1049
90924,-150,,150,"12/04/24 00:00:00","نوري525",1070
98649,24540,25190,650,"12/07/24 00:00:00","اصلاح كرسي البنتا كام",1082
67550,-225,,225,"12/11/24 00:00:00","نوري1575",1101
96889,-600,,600,"12/17/24 00:00:00","ابو يوسف / سكرتارية الجامعه",1117
93932,1000,1000,,"12/22/24 00:00:00","جولد اي",1136
73872,-85,,85,"12/25/24 00:00:00","اوفو765",1146
76737,-85,,85,"12/26/24 00:00:00","جولد اي",1161
97833,-15010,,15010,"12/31/24 00:00:00","تحت حساب العيادة",1175


=== TABLE: 2025 ===
الاجمالي,الرصيد,الايراد,المصروف,التاريخ,ملاحظات,ID
33342,-63416,,63416,"01/01/25 00:00:00","مرتبات",2
39622,6280,6430,150,"01/01/25 00:00:00","نوري150",3
39042,-180,,180,"01/01/25 00:00:00","مصطفى السعدني ",5
38807,-85,,85,"01/01/25 00:00:00","جولد اي",7
41282,2475,2475,,"01/01/25 00:00:00","تقفيل حساب نوري",8
41727,445,615,170,"01/02/25 00:00:00","اوفو170",9
41642,-85,,85,"01/02/25 00:00:00","جولد اي",10
51887,10305,10455,150,"01/04/25 00:00:00","نوري300",12
51807,-80,,80,"01/04/25 00:00:00","مواصلات ابن سينا",13
51587,-220,,220,"01/04/25 00:00:00","بالطوهات",14
51437,-150,,150,"01/04/25 00:00:00","نوري450",15
31987,-19250,,19250,"01/04/25 00:00:00","ايجارالشروق",17
30667,-500,,500,"01/04/25 00:00:00","الجمعية د السعدني",19
88402,58600,58600,,"01/04/25 00:00:00","د السعدني تأمينات",21
33402,-55000,,55000,"01/05/25 00:00:00","دفع التامينات",22
13002,-26600,,26600,"01/05/25 00:00:00","ايجار بطرس",24
19107,6105,6105,,"01/05/25 00:00:00","طنطا",25
18257,-850,,850,"01/05/25 00:00:00","د السعدني مروة",26
17722,-85,,85,"01/05/25 00:00:00","اوفو255",28
15522,-2000,,2000,"01/06/25 00:00:00","البنات عربي",30
14222,-1300,,1300,"01/06/25 00:00:00","البنات قرأن",31
16012,1840,1925,85,"01/06/25 00:00:00","جولد اي",33
53337,-85,,85,"01/07/25 00:00:00","كريزي",35
52637,-700,,700,"01/07/25 00:00:00","ابو يوسف بنزين",36
52563,-74,,74,"01/07/25 00:00:00","سكر2 ك",37
65553,12990,14940,1950,"01/08/25 00:00:00","نمير مرتجع من 1-8 حتى 31-12(باقي1900)",38
65568,15,15,,"01/08/25 00:00:00","طباعة مروة",39
65493,-75,,75,"01/08/25 00:00:00","نوري 525",40
34197,-31211,,31211,"01/09/25 00:00:00","النسبة",42
18197,-16000,,16000,"01/09/25 00:00:00","مكافأة د السعدني",43
18757,560,560,,"01/09/25 00:00:00","طنطا",44
14757,-4000,,4000,"01/09/25 00:00:00","العربية ابو يوسف",45
20157,6500,6500,,"01/11/25 00:00:00","طنطا",47
19907,-250,,250,"01/11/25 00:00:00","السعدني/قران",48
19757,-150,,150,"01/11/25 00:00:00","نوري675",49
19637,50,50,,"01/12/25 00:00:00","زيادة لحالة صالح فريد",51
44817,-85,,85,"01/13/25 00:00:00","اوفو595",54
40392,-4425,,4425,"01/14/25 00:00:00","قطرات سانوليفوكس 100*44.25",55
39542,-850,,850,"01/14/25 00:00:00","البنات",56
54402,14860,14860,,"01/14/25 00:00:00","طنطا",57
24060,-30250,,30250,"01/15/25 00:00:00","التامينات",59
23060,-1000,,1000,"01/15/25 00:00:00","حساب 10 ايام هدير 100*9 حتي شهر 12 + يوم من شهر 1",60
44207,21147,21222,75,"01/15/25 00:00:00","نوري900",61
44107,-100,,100,"01/15/25 00:00:00","تركيب حنفية الشروق",62
31937,-10170,,10170,"01/15/25 00:00:00"," مستلزمات الشروق/عصام+مواصلات",64
31959,22,22,,"01/15/25 00:00:00","طباعة",65
31609,-200,,200,"01/16/25 00:00:00"," عيون الشروق1000كارت",67
47034,15425,15520,95,"01/16/25 00:00:00","ضيافة",68
47058,24,24,,"01/16/25 00:00:00","اظرف+طباعة",69
46983,-75,,75,"01/16/25 00:00:00","نوري975",70
54368,-300,,300,"01/18/25 00:00:00","نوري1425",72
54283,-85,,85,"01/18/25 00:00:00","اوفو680",73
45883,-8400,,8400,"01/19/25 00:00:00","عدد 200 قطرة ",74
42383,-2200,,2200,"01/19/25 00:00:00","شحن الميتال هيد-مرتجع ابن سينا مواصلات عصام(2500-300)",76
62743,-1900,,1900,"01/19/25 00:00:00","د نمير باقي حسابه حتى 31-12",78
62243,-500,,500,"01/19/25 00:00:00","كهربا",79
68333,6090,6110,20,"01/20/25 00:00:00","مواصلات الصواف",80
68258,-75,,75,"01/20/25 00:00:00","نوري1575",81
68173,-85,,85,"01/20/25 00:00:00","اوفو765",82
93333,-13700,,13700,"01/22/25 00:00:00","مينا تورز د السعدني",84
93083,-250,,250,"01/22/25 00:00:00","ابو يوسف الدكتوره-مفحمة وعيش",85
93113,30,30,,"01/22/25 00:00:00","طباعة",86
123158,30045,30135,90,"01/22/25 00:00:00","شاي وسكر",87
123158,0,1950,1950,"01/23/25 00:00:00",,88
126708,3550,3650,100,"01/23/25 00:00:00","دوا د السعدني",89
124783,-1925,,1925,"01/23/25 00:00:00"," ورق5 باكت70+5 باكت80 وملفات شفافة 3*85+مواصلات",90
122903,-1880,,1880,"01/23/25 00:00:00","دالسعدني الدار",91
133403,10500,11200,700,"01/25/25 00:00:00","ابو يوسف بنزين",92
133388,-15,,15,"01/25/25 00:00:00","كلوركس",93
133228,-85,,85,"01/25/25 00:00:00","اوفو850",95
133278,50,50,,"01/26/25 00:00:00","زيادة لحالة ",96
167238,33960,34280,320,"01/26/25 00:00:00","تعاقد الشروق",97
165638,-1600,,1600,"01/26/25 00:00:00","علبة تعقيم صغيرة ",98
165583,-55,,55,"01/26/25 00:00:00","شاي",99
165285,-128,,128,"01/26/25 00:00:00","فاتورة مياه",101
164460,-825,,825,"01/27/25 00:00:00","قماش+اوفر شوز+انتقالات عصام",102
168390,3930,4005,75,"01/27/25 00:00:00","نوري1725",103
168350,-40,,40,"01/27/25 00:00:00","مواصلات طه بن سينا والصواف",104
233545,-150,,150,"01/28/25 00:00:00","عصام ابن سينا ودالصواف",107
233470,-75,,75,"01/28/25 00:00:00","نوري1800",108
260780,29410,29610,200,"01/29/25 00:00:00","كهربا",110
258780,-2000,,2000,"01/29/25 00:00:00","الجمعيات د السعدني",111
257160,-80,,80,"01/30/25 00:00:00","مواصلات كروت التحويل",113
258780,1620,1620,,"01/30/25 00:00:00","طنطا",114
191028,-67752,,67752,"02/01/25 00:00:00","مرتبات",115
176028,-15000,,15000,"02/01/25 00:00:00","تحت حساب العيادة",116
158428,-17600,,17600,"02/01/25 00:00:00","جاد شهرية+فلونس",117
165868,7440,7740,300,"02/01/25 00:00:00","نوري 300",118
165638,-50,,50,"02/01/25 00:00:00","د محمد رسالة",120
164638,-1000,,1000,"02/01/25 00:00:00","السعدني / طريقي",121
163638,-1000,,1000,"02/01/25 00:00:00","البواب",122
162638,-1000,,1000,"02/01/25 00:00:00","البكر50*20",123
136038,-26600,,26600,"02/02/25 00:00:00","ايجار بطرس",124
160133,-75,,75,"02/02/25 00:00:00","نوري375",126
159873,-260,,260,"02/02/25 00:00:00","نت الشروق",127
159673,-200,,200,"02/02/25 00:00:00","صيانة حمام وكييفات الشروق",128
161558,2855,3110,255,"02/03/25 00:00:00","جولد اي",132
161483,-75,,75,"02/03/25 00:00:00","نوري450",133
160843,-640,,640,"02/03/25 00:00:00","تعاقد الشروق",134
160262,-561,,561,"02/03/25 00:00:00","اضافي صافي",136
120262,-40000,,40000,"02/04/25 00:00:00","م.الساحل+فيزاcib/د السعدني",137
148217,27955,47205,19250,"02/04/25 00:00:00","ايجار الشروق",138
147607,-610,,610,"02/04/25 00:00:00","فودافون واورانج+دالسعدني",139
142607,-5000,,5000,"02/04/25 00:00:00","د السعدني",140
142328,-205,,205,"02/04/25 00:00:00","مستلزمات للشروق",142
158168,15840,15840,,"02/05/25 00:00:00","ام محمود/تم السداد",143
158083,-85,,85,"02/05/25 00:00:00","اوفو",144
158000,-82,,82,"02/05/25 00:00:00","اضافي سارة",145
157505,-375,,375,"02/05/25 00:00:00","باور الكاميرا",147
155930,-1500,,1500,"02/05/25 00:00:00","البنات",149
152630,-3300,,3300,"02/05/25 00:00:00","نت 10لـ2+نت الشروق 2",150
153180,550,775,225,"02/06/25 00:00:00","نوري 750",151
152680,-500,,500,"02/08/25 00:00:00","البنات",152
147680,0,200,200,"02/08/25 00:00:00","ساره ليوم 10",155
153265,5585,5655,70,"02/08/25 00:00:00","نوري 825",156
148765,-4500,,4500,"02/08/25 00:00:00","فيزا البنك الاهلي شهر 1 / غلطه في الحساب",157
148465,-300,,300,"02/09/25 00:00:00"," حساب مقابض العيادة ابو يوسف",158
148245,-220,,220,"02/09/25 00:00:00","بالطوهات",159
146170,-75,,75,"02/09/25 00:00:00","نوري900",161
166085,19915,20065,150,"02/09/25 00:00:00","نوري1050",162
165285,-800,,800,"02/09/25 00:00:00","ابو يوسف / بنزين",163
164885,-400,,400,"02/09/25 00:00:00","ابو يوسف / الدكتوره",164
106083,-15200,,15200,"02/10/25 00:00:00","مكافأة د السعدني",167
103083,-3000,,3000,"02/10/25 00:00:00","د.السعدني / مشروع العلاج ",168
105173,2090,2165,75,"02/10/25 00:00:00","نوري 1125",169
