الايراد,المصروف,التاريخ,ملاحظات,ID,الاجمالي,الرصيد
,75,"12/05/24 00:00:00","نوري600",1074,88565,-75
,775,"12/07/24 00:00:00","كاتل",1075,87790,-775
6405,80,"12/07/24 00:00:00","مواصلات ابن سينا التلات والسبت",1076,94115,6325
,220,"12/07/24 00:00:00","بالطوهات",1077,93895,-220
,100,"12/07/24 00:00:00","عصام كفر الشيخ.",1078,93795,-100
,60,"12/07/24 00:00:00","شعاع",1079,93735,-60
,375,"12/07/24 00:00:00","نوري975",1080,93360,-375
,19250,"12/05/24 00:00:00","ايجار الشروق",1081,74110,-19250
25190,650,"12/07/24 00:00:00","اصلاح كرسي البنتا كام",1082,98650,24540
,500,"12/07/24 00:00:00","اورانج+فودافون",1083,98150,-500
,50,"12/07/24 00:00:00","شنط قطرات",1084,98100,-50
,60,"12/07/24 00:00:00","اظرف واقلام",1085,98040,-60
,75,"12/07/24 00:00:00","نوري1050",1086,97965,-75
,2000,"12/07/24 00:00:00","البنات",1087,95965,-2000
,85,"12/08/24 00:00:00","اوفو255",1088,95880,-85
3785,150,"12/09/24 00:00:00","نوري1200",1089,99515,3635
,60,"12/09/24 00:00:00","شاي وسكر",1090,99455,-60
,75,"12/09/24 00:00:00","نوري1275",1091,99380,-75
,60,"12/09/24 00:00:00","شعاع120",1092,99320,-60
,170,"12/09/24 00:00:00","اوفو425",1093,99150,-170
,49575,"12/10/24 00:00:00","النسبة+مكافأة د السعدني",1094,49575,-49575
18095,54,"12/10/24 00:00:00","اقلام",1095,67616,18041
,60,"12/10/24 00:00:00","شعاع180",1096,67556,-60
,75,"12/10/24 00:00:00","نوري1350",1097,67481,-75
21095,,"12/11/24 00:00:00","طنطا",1098,88576,21095
,600,"12/11/24 00:00:00","ابو يوسف طلبات للبيت",1099,87976,-600
,20200,"12/11/24 00:00:00","تحت حساب باب الشروق",1100,67776,-20200
,225,"12/11/24 00:00:00","نوري1575",1101,67551,-225
,455,"12/11/24 00:00:00","اضافي صافي",1102,67096,-455
45,,"12/12/24 00:00:00","قطرة تايمر مروة",1103,67141,45
2740,170,"12/12/24 00:00:00","اوفو595",1104,69711,2570
1000,1000,"12/12/24 00:00:00","هدير/تم السداد9-10",1105,69711,0
,4000,"12/12/24 00:00:00","كرتونتين بيتادين",1106,65711,-4000
7355,225,"12/14/24 00:00:00","نوري 1800",1107,72841,7130
,800,"12/14/24 00:00:00","ابو يوسف بنزين",1108,72041,-800
11530,143,"12/15/24 00:00:00","شاي احمر و اخضر",1109,83428,11387
,1000,"12/15/24 00:00:00","البنات",1110,82428,-1000
,170,"12/15/24 00:00:00","جولداي",1111,82258,-170
9225,,"12/16/24 00:00:00","طنطا",1112,91483,9225
,1300,"12/16/24 00:00:00","حبر طابعه / ازرق و اصفر بنتاكام / استقبال",1113,90183,-1300
,10,"12/16/24 00:00:00","الورديه / السعدني",1114,90173,-10
,75,"12/16/24 00:00:00","نوري 1875",1115,90098,-75
8066.5,640,"12/17/24 00:00:00","اشعه تعاقد 2/ سكر",1116,97524,7426
,600,"12/17/24 00:00:00","ابو يوسف / سكرتارية الجامعه",1117,96924,-600
110,110,"12/17/24 00:00:00","ساره /تم1-1",1118,96924,0
,2400,"12/17/24 00:00:00","د السعدني نقدا",1119,94524,-2400
,90,"12/17/24 00:00:00","اضافي ساره",1120,94434,-90
,1880,"12/18/24 00:00:00","كهربا الدار تم",1121,92554,-1880
13100,20,"12/18/24 00:00:00","شنطة هدايا د السعدني",1122,105634,13080
,130,"12/18/24 00:00:00","قهوه السعدني",1123,105504,-130
100,,"12/19/24 00:00:00","طباعة",1124,105604,100
1385,75,"12/19/24 00:00:00","نوري 1950",1125,106914,1310
,8500,"12/21/24 00:00:00","ابو يوسف / المقابر",1126,98414,-8500
,20000,"12/21/24 00:00:00","فيزا البنك الاهلي",1127,78414,-20000
,1370,"12/21/24 00:00:00","السعدني / طه تحويل محفظه      ",1128,77044,-1370
,850,"12/21/24 00:00:00","حبر طابعه / اسود و احمر بنتاكام",1129,76194,-850
3005,75,"12/21/24 00:00:00","نوري2025",1130,79124,2930
,120,"12/21/24 00:00:00","مواصلات عصام بن سينا 3 مرات",1131,79004,-120
,220,"12/22/24 00:00:00","بالطوهات",1132,78784,-220
14445,,"12/22/24 00:00:00","طنطا",1133,93229,14445
,225,"12/22/24 00:00:00","نوري2250",1134,93004,-225
,37,"12/22/24 00:00:00","ك سكر",1135,92967,-37
1000,,"12/22/24 00:00:00","جولد اي",1136,93967,1000
10,,"12/22/24 00:00:00","طباعة نورا",1137,93977,10
,360,"12/22/24 00:00:00","محاليل",1138,93617,-360
5320,75,"12/23/24 00:00:00","نوري2325",1139,98862,5245
,3000,"12/23/24 00:00:00","تحت حساب ضرايب الصفوة د السعدني ",1140,95862,-3000
,53000,"12/23/24 00:00:00","د السعدني / د تيمور",1141,42862,-53000
,170,"12/23/24 00:00:00","جولد اي",1142,42692,-170
,85,"12/23/24 00:00:00","اوفو680",1143,42607,-85
,10,"12/23/24 00:00:00","طه مواصلات",1144,42597,-10
31545,150,"12/25/24 00:00:00","نوري2475",1145,73992,31395
,85,"12/25/24 00:00:00","اوفو765",1146,73907,-85
,85,"12/25/24 00:00:00","جولد اي",1147,73822,-85
,60,"12/25/24 00:00:00","قطرات مضاد حيوي الشروق",1148,73762,-60
,700,"12/25/24 00:00:00","بينوكس20*25+2 سيكلو فرين",1149,73062,-700
,100,"12/25/24 00:00:00","السعدني ",1150,72962,-100
7675,,"12/25/24 00:00:00","م سعاد",1151,80637,7675
,3600,"12/25/24 00:00:00","شهرية جاد",1152,77037,-3600
,150,"12/25/24 00:00:00","نوري2625",1153,76887,-150
,340,"12/25/24 00:00:00","جولد اي",1154,76547,-340
,85,"12/25/24 00:00:00","اوفو850",1155,76462,-85
,450,"12/26/24 00:00:00","مرتجع كشف ا/نفيسة/تحويل كاش مروة",1156,76012,-450
,1000,"12/26/24 00:00:00","كهربا ",1157,75012,-1000
100,100,"12/26/24 00:00:00","ساره /تم1-1",1158,75012,0
1995,,"12/26/24 00:00:00","طنطا",1159,77007,1995
,150,"12/26/24 00:00:00","نوري 2775",1160,76857,-150
,85,"12/26/24 00:00:00","جولد اي",1161,76772,-85
100,100,"12/28/24 00:00:00","صافي لاول الشهر-تم 11-8",1162,76772,0
,37,"12/28/24 00:00:00","سكر",1163,76735,-37
,3500,"12/28/24 00:00:00","د السعدني / اللاب",1164,73235,-3500
5185,75,"12/28/24 00:00:00","نوري2850",1165,78345,5110
900,,"12/29/24 00:00:00","اوفو تقفيل 11",1166,79245,900
22920,700,"12/29/24 00:00:00","ابو يوسف",1167,101465,22220
,120,"12/29/24 00:00:00","فاتورة مياه",1168,101345,-120
,85,"12/29/24 00:00:00","اوفو935",1169,101260,-85
,75,"12/29/24 00:00:00","نوري2925",1170,101185,-75
2950,117,"12/30/24 00:00:00","شاي و2سكر الشروق",1171,104018,2833
,175,"12/30/24 00:00:00","صيانة فلتر",1172,103843,-175
,1000,"12/31/24 00:00:00","عم سعيدالبواب",1173,102843,-1000
10055,20,"12/31/24 00:00:00","شاي اخضر",1174,112878,10035
,15010,"12/31/24 00:00:00","تحت حساب العيادة",1175,97868,-15010
,1000,"12/31/24 00:00:00","السعدني / عمر",1176,96868,-1000
,75,"12/31/24 00:00:00","نوري3000",1177,96793,-75
,63416,"01/01/25 00:00:00","مرتبات",1178,33377,-63416
6430,150,"01/01/25 00:00:00","نوري150",1179,39657,6280
,400,"01/01/25 00:00:00","ابو يوسف",1180,39257,-400
,180,"01/01/25 00:00:00","مصطفى السعدني ",1181,39077,-180
,150,"01/01/25 00:00:00","نوري300",1182,38927,-150
,85,"01/01/25 00:00:00","جولد اي",1183,38842,-85
2475,,"01/01/25 00:00:00","تقفيل حساب نوري",1184,41317,2475
615,170,"01/02/25 00:00:00","اوفو170",1185,41762,445
,85,"01/02/25 00:00:00","جولد اي",1186,41677,-85
,60,"01/02/25 00:00:00","شاي وسكر",1187,41617,-60
10455,150,"01/04/25 00:00:00","نوري300",1188,51922,10305
,80,"01/04/25 00:00:00","مواصلات ابن سينا",1189,51842,-80
,220,"01/04/25 00:00:00","بالطوهات",1190,51622,-220
,150,"01/04/25 00:00:00","نوري450",1191,51472,-150
,200,"01/04/25 00:00:00","ابو يوسف",1192,51272,-200
,19250,"01/04/25 00:00:00","ايجارالشروق",1193,32022,-19250
,820,"01/04/25 00:00:00","اورانج+فودافون",1194,31202,-820
,500,"01/04/25 00:00:00","الجمعية د السعدني",1195,30702,-500
,865,"01/04/25 00:00:00","انستاباي مصطفى السعدني",1196,29837,-865
58600,,"01/04/25 00:00:00","د السعدني تأمينات",1197,88437,58600
,55000,"01/05/25 00:00:00","دفع التامينات",1198,33437,-55000
6200,,"01/05/25 00:00:00","كفر الشيخ",1199,39637,6200
,26600,"01/05/25 00:00:00","ايجار بطرس",1200,13037,-26600
6105,,"01/05/25 00:00:00","طنطا",1201,19142,6105
,850,"01/05/25 00:00:00","د السعدني مروة",1202,18292,-850
,450,"01/05/25 00:00:00","عمولة دفع التأمينات",1203,17842,-450
,85,"01/05/25 00:00:00","اوفو255",1204,17757,-85
,200,"01/06/25 00:00:00","مقدم 1000 كارت نضارة",1205,17557,-200
,2000,"01/06/25 00:00:00","البنات عربي",1206,15557,-2000
,1300,"01/06/25 00:00:00","البنات قرأن",1207,14257,-1300
,50,"01/06/25 00:00:00","سباك",1208,14207,-50
1925,85,"01/06/25 00:00:00","جولد اي",1209,16047,1840
37470,60,"01/07/25 00:00:00","مفاتيح باب الشروق4*15",1210,53457,37410
,85,"01/07/25 00:00:00","كريزي",1211,53372,-85
,700,"01/07/25 00:00:00","ابو يوسف بنزين",1212,52672,-700
,74,"01/07/25 00:00:00","سكر2 ك",1213,52598,-74
14940,1950,"01/08/25 00:00:00","نمير مرتجع من 1-8 حتى 31-12(باقي1900)",1214,65588,12990
15,,"01/08/25 00:00:00","طباعة مروة",1215,65603,15
,75,"01/08/25 00:00:00","نوري 525",1216,65528,-75
,85,"01/08/25 00:00:00","اوفو340",1217,65443,-85
,31211,"01/09/25 00:00:00","النسبة",1218,34232,-31211
,16000,"01/09/25 00:00:00","مكافأة د السعدني",1219,18232,-16000
560,,"01/09/25 00:00:00","طنطا",1220,18792,560
,4000,"01/09/25 00:00:00","العربية ابو يوسف",1221,14792,-4000
,1100,"01/11/25 00:00:00","باقي حساب كروت نظاره",1222,13692,-1100
6500,,"01/11/25 00:00:00","طنطا",1223,20192,6500
,250,"01/11/25 00:00:00","السعدني/قران",1224,19942,-250
,150,"01/11/25 00:00:00","نوري675",1225,19792,-150
,170,"01/11/25 00:00:00","اوفو510",1226,19622,-170
50,,"01/12/25 00:00:00","زيادة لحالة صالح فريد",1227,19672,50
22980,,"01/12/25 00:00:00","طنطا",1228,42652,22980
2435,150,"01/13/25 00:00:00","نوري825",1229,44937,2285
,85,"01/13/25 00:00:00","اوفو595",1230,44852,-85
,4425,"01/14/25 00:00:00","قطرات سانوليفوكس 100*44.25",1231,40427,-4425
,850,"01/14/25 00:00:00","البنات",1232,39577,-850
14860,,"01/14/25 00:00:00","طنطا",1233,54437,14860
,92,"01/14/25 00:00:00","شاي وسكر",1234,54345,-92
,30250,"01/15/25 00:00:00","التامينات",1235,24095,-30250
,1000,"01/15/25 00:00:00","حساب 10 ايام هدير 100*9 حتي شهر 12 + يوم من شهر 1",1236,23095,-1000
21222,75,"01/15/25 00:00:00","نوري900",1237,44242,21147
,100,"01/15/25 00:00:00","تركيب حنفية الشروق",1238,44142,-100
,2000,"01/15/25 00:00:00","د السعدني نقدا",1239,42142,-2000
,10170,"01/15/25 00:00:00"," مستلزمات الشروق/عصام+مواصلات",1240,31972,-10170
22,,"01/15/25 00:00:00","طباعة",1241,31994,22
,150,"01/16/25 00:00:00","طه التأمينات+مواصلات الصواف مرتين",1242,31844,-150
,200,"01/16/25 00:00:00"," عيون الشروق1000كارت",1243,31644,-200
15520,95,"01/16/25 00:00:00","ضيافة",1244,47069,15425
24,,"01/16/25 00:00:00","اظرف+طباعة",1245,47093,24
,75,"01/16/25 00:00:00","نوري975",1246,47018,-75
7835,150,"01/18/25 00:00:00","نوري 1125",1247,54703,7685
,300,"01/18/25 00:00:00","نوري1425",1248,54403,-300
,85,"01/18/25 00:00:00","اوفو680",1249,54318,-85
,8400,"01/19/25 00:00:00","عدد 200 قطرة ",1250,45918,-8400
,1300,"01/19/25 00:00:00","كارت تحويل عيون الشروق1000*1.3",1251,44618,-1300
,2200,"01/19/25 00:00:00","شحن الميتال هيد-مرتجع ابن سينا مواصلات عصام(2500-300)",1252,42418,-2200
22335,75,"01/19/25 00:00:00","نوري1500",1253,64678,22260
,1900,"01/19/25 00:00:00","د نمير باقي حسابه حتى 31-12",1254,62778,-1900
,500,"01/19/25 00:00:00","كهربا",1255,62278,-500
6110,20,"01/20/25 00:00:00","مواصلات الصواف",1256,68368,6090
,75,"01/20/25 00:00:00","نوري1575",1257,68293,-75
,85,"01/20/25 00:00:00","اوفو765",1258,68208,-85
39180,320,"01/21/25 00:00:00","تعاقد الشروق",1259,107068,38860
,13700,"01/22/25 00:00:00","مينا تورز د السعدني",1260,93368,-13700
,250,"01/22/25 00:00:00","ابو يوسف الدكتوره-مفحمة وعيش",1261,93118,-250
30,,"01/22/25 00:00:00","طباعة",1262,93148,30
30135,90,"01/22/25 00:00:00","شاي وسكر",1263,123193,30045
1950,1950,"01/23/25 00:00:00",,1264,123193,0
3650,100,"01/23/25 00:00:00","دوا د السعدني",1265,126743,3550
,1925,"01/23/25 00:00:00"," ورق5 باكت70+5 باكت80 وملفات شفافة 3*85+مواصلات",1266,124818,-1925
,1880,"01/23/25 00:00:00","دالسعدني الدار",1267,122938,-1880
11200,700,"01/25/25 00:00:00","ابو يوسف بنزين",1268,133438,10500
,15,"01/25/25 00:00:00","كلوركس",1269,133423,-15
,75,"01/25/25 00:00:00","نوري1650",1270,133348,-75
,85,"01/25/25 00:00:00","اوفو850",1271,133263,-85
50,,"01/26/25 00:00:00","زيادة لحالة ",1272,133313,50
34280,320,"01/26/25 00:00:00","تعاقد الشروق",1273,167273,33960
,1600,"01/26/25 00:00:00","علبة تعقيم صغيرة ",1274,165673,-1600
,55,"01/26/25 00:00:00","شاي",1275,165618,-55
,170,"01/26/25 00:00:00","اوفو1020",1276,165448,-170
,128,"01/26/25 00:00:00","فاتورة مياه",1277,165320,-128
,825,"01/27/25 00:00:00","قماش+اوفر شوز+انتقالات عصام",1278,164495,-825
4005,75,"01/27/25 00:00:00","نوري1725",1279,168425,3930
,40,"01/27/25 00:00:00","مواصلات طه بن سينا والصواف",1280,168385,-40
68795,3000,"01/28/25 00:00:00","د السعدني فايلات حسن",1281,234180,65795
,450,"01/28/25 00:00:00","مرتجع كشف دالسعدني محمد سيد",1282,233730,-450
,150,"01/28/25 00:00:00","عصام ابن سينا ودالصواف",1283,233580,-150
,75,"01/28/25 00:00:00","نوري1800",1284,233505,-75
,2100,"01/29/25 00:00:00","السعدني",1285,231405,-2100
29610,200,"01/29/25 00:00:00","كهربا",1286,260815,29410
,2000,"01/29/25 00:00:00","الجمعيات د السعدني",1287,258815,-2000
,1540,"01/30/25 00:00:00","حساب المناديل+مواصلات",1288,257275,-1540
,80,"01/30/25 00:00:00","مواصلات كروت التحويل",1289,257195,-80
1620,,"01/30/25 00:00:00","طنطا",1290,258815,1620
,67752,"02/01/25 00:00:00","مرتبات",1291,191063,-67752
,15000,"02/01/25 00:00:00","تحت حساب العيادة",1292,176063,-15000
,17600,"02/01/25 00:00:00","جاد شهرية+فلونس",1293,158463,-17600
7740,300,"02/01/25 00:00:00","نوري 300",1294,165903,7440
,180,"02/01/25 00:00:00","مرتجع قطرات",1295,165723,-180
,50,"02/01/25 00:00:00","د محمد رسالة",1296,165673,-50
,1000,"02/01/25 00:00:00","السعدني / طريقي",1297,164673,-1000
,1000,"02/01/25 00:00:00","البواب",1298,163673,-1000
,1000,"02/01/25 00:00:00","البكر50*20",1299,162673,-1000
,26600,"02/02/25 00:00:00","ايجار بطرس",1300,136073,-26600
24255,85,"02/02/25 00:00:00","اوفو 85",1301,160243,24170
,75,"02/02/25 00:00:00","نوري375",1302,160168,-75
,260,"02/02/25 00:00:00","نت الشروق",1303,159908,-260
,200,"02/02/25 00:00:00","صيانة حمام وكييفات الشروق",1304,159708,-200
,2375,"02/02/25 00:00:00","بيتادين+كلور",1305,157333,-2375
,320,"02/02/25 00:00:00","تعاقد الشروق",1306,157013,-320
1725,,"02/03/25 00:00:00","نوري تقفيل 1",1307,158738,1725
3110,255,"02/03/25 00:00:00","جولد اي",1308,161593,2855
,75,"02/03/25 00:00:00","نوري450",1309,161518,-75
,640,"02/03/25 00:00:00","تعاقد الشروق",1310,160878,-640
,20,"02/03/25 00:00:00","طه  الصواف ",1311,160858,-20
,561,"02/03/25 00:00:00","اضافي صافي",1312,160297,-561
,40000,"02/04/25 00:00:00","م.الساحل+فيزاcib/د السعدني",1313,120297,-40000
47205,19250,"02/04/25 00:00:00","ايجار الشروق",1314,148252,27955
,610,"02/04/25 00:00:00","فودافون واورانج+دالسعدني",1315,147642,-610
,5000,"02/04/25 00:00:00","د السعدني",1316,142642,-5000
,74,"02/04/25 00:00:00","سكر 2 ك",1317,142568,-74
,205,"02/04/25 00:00:00","مستلزمات للشروق",1318,142363,-205
15840,,"02/05/25 00:00:00","ام محمود/تم السداد",1319,158203,15840
,85,"02/05/25 00:00:00","اوفو",1320,158118,-85
,82,"02/05/25 00:00:00","اضافي سارة",1321,158036,-82
,120,"02/05/25 00:00:00","مواصلات عصام مرتين ابنسينا+باور الكاميرا",1322,157916,-120
,375,"02/05/25 00:00:00","باور الكاميرا",1323,157541,-375
,75,"02/05/25 00:00:00","نوري525",1324,157466,-75
,1500,"02/05/25 00:00:00","البنات",1325,155966,-1500
,3300,"02/05/25 00:00:00","نت 10لـ2+نت الشروق 2",1326,152666,-3300
775,225,"02/06/25 00:00:00","نوري 750",1327,153216,550
,500,"02/08/25 00:00:00","البنات",1328,152716,-500
,5000,"02/08/25 00:00:00","د السعدني/النادي",1329,147716,-5000
1000,1000,"02/08/25 00:00:00","نورا لاول الشهر",1330,147716,0
200,200,"02/08/25 00:00:00","ساره ليوم 10",1331,147716,0
5655,70,"02/08/25 00:00:00","نوري 825",1332,153301,5585
,4500,"02/08/25 00:00:00","فيزا البنك الاهلي شهر 1 / غلطه في الحساب",1333,148801,-4500
,300,"02/09/25 00:00:00"," حساب مقابض العيادة ابو يوسف",1334,148501,-300
,220,"02/09/25 00:00:00","بالطوهات",1335,148281,-220
,2000,"02/09/25 00:00:00","محمد رمضان",1336,146281,-2000
,75,"02/09/25 00:00:00","نوري900",1337,146206,-75
20065,150,"02/09/25 00:00:00","نوري1050",1338,166121,19915
,800,"02/09/25 00:00:00","ابو يوسف / بنزين",1339,165321,-800
,400,"02/09/25 00:00:00","ابو يوسف / الدكتوره",1340,164921,-400
,2000,"02/09/25 00:00:00","السعدني / ريموت",1341,162921,-2000
,41602,"02/10/25 00:00:00","النسبة",1342,121319,-41602
,15200,"02/10/25 00:00:00","مكافأة د السعدني",1343,106119,-15200
,3000,"02/10/25 00:00:00","د.السعدني / مشروع العلاج ",1344,103119,-3000
2165,75,"02/10/25 00:00:00","نوري 1125",1345,105209,2090
,75,"02/11/25 00:00:00","شاي+شاي اخضر",1346,105134,-75
,600,"02/11/25 00:00:00","اوردر د السعدني",1347,104534,-600
35785,,"02/11/25 00:00:00",,1348,140319,35785
,50350,"02/11/25 00:00:00","تأمينات",1349,89969,-50350
,5000,"02/11/25 00:00:00","د. السعدني / مينا تورز",1350,84969,-5000
,20,"02/11/25 00:00:00","طه",1351,84949,-20
,75,"02/11/25 00:00:00","نوري1200",1352,84874,-75
,1550,"02/11/25 00:00:00"," مستلزمات رول تعقيم+اوفر شوز وهيد+مواصلات",1353,83324,-1550
,35,"02/11/25 00:00:00","قطرة د محمد",1354,83289,-35
7805,75,"02/12/25 00:00:00","نوري1275",1355,91019,7730
,1540,"02/12/25 00:00:00","كهربا",1356,89479,-1540
1595,75,"02/13/25 00:00:00","نوري1350",1357,90999,1520
,400,"02/13/25 00:00:00","ابو يوسف",1358,90599,-400
7840,225,"02/15/25 00:00:00","نوري1575",1359,98214,7615
,85,"02/15/25 00:00:00","جولد اي",1360,98129,-85
,350,"02/16/25 00:00:00","لمبة للبروجكتور عيادة الشروق",1361,97779,-350
,1200,"02/16/25 00:00:00","تجديد النفايات",1362,96579,-1200
,145,"02/16/25 00:00:00","ابو يوسف / الدكتوره",1363,96434,-145
,1500,"02/16/25 00:00:00","البنات",1364,94934,-1500
,2000,"02/16/25 00:00:00","السعدني / نضاره",1365,92934,-2000
22935,75,"02/16/25 00:00:00","نوري1650",1366,115794,22860
,720,"02/16/25 00:00:00","محاليل40*18",1367,115074,-720
3385,85,"02/17/25 00:00:00","جولد اي",1368,118374,3300
,85,"02/17/25 00:00:00","اوفو",1369,118289,-85
,75,"02/17/25 00:00:00","نوري1725",1370,118214,-75
,100,"02/17/25 00:00:00"," اساتك واظرف 60+40مواصلات ابن سينا",1371,118114,-100
,20,"02/17/25 00:00:00","مواصلات مصطفى الصواف",1372,118094,-20
40580,75,"02/18/25 00:00:00","نوري1800",1373,158599,40505
,74,"02/18/25 00:00:00","سكر 2 ك",1374,158525,-74
,40,"02/18/25 00:00:00","مواصلات عصام ابن سينا",1375,158485,-40
,17125,"02/18/25 00:00:00","بولي فريش100*126.25+جاتي ستار100*45",1376,141360,-17125
5315,225,"02/19/25 00:00:00","نوري2025",1377,146450,5090
,1600,"02/19/25 00:00:00","البنات",1378,144850,-1600
435,1100,"02/20/25 00:00:00","ابو يوسف بنزين",1379,144185,-665
,75,"02/20/25 00:00:00","نوري2100",1380,144110,-75
,220,"02/20/25 00:00:00","بالطوهات",1381,143890,-220
,15,"02/20/25 00:00:00","مسامير",1382,143875,-15
,135,"02/20/25 00:00:00","فاتورة مياه",1383,143740,-135
6005,85,"02/22/25 00:00:00","جولد اي",1384,149660,5920
,30000,"02/22/25 00:00:00","فيزا البنك الاهلي",1385,119660,-30000
,1245,"02/22/25 00:00:00","لمبة اليونيت عياده 2",1386,118415,-1245
,30,"02/22/25 00:00:00","حجاره",1387,118385,-30
,35,"02/22/25 00:00:00","لمبه",1388,118350,-35
,37,"02/22/25 00:00:00","بيرسول",1389,118313,-37
10,,"02/22/25 00:00:00",,1390,118323,10
,1000,"02/23/25 00:00:00","هشام/العلاج الحر",1391,117323,-1000
,2200,"02/23/25 00:00:00","تحت حساب جاونات",1392,115123,-2200
1100,1100,"02/23/25 00:00:00","ريهام يسترد التلات",1393,115123,0
21760,,"02/23/25 00:00:00","طنطا",1394,136883,21760
50,50,"02/23/25 00:00:00","د محمد رسالة/تم",1395,136883,0
,50,"02/23/25 00:00:00","عصام مواصلات ابن سينا",1396,136833,-50
5240,75,"02/24/25 00:00:00","نوري2175",1397,141998,5165
,85,"02/24/25 00:00:00","اوفو",1398,141913,-85
,1880,"02/24/25 00:00:00","كهرباءالدار",1399,140033,-1880
,33000,"02/25/25 00:00:00","اسطوانة الجهاز",1400,107033,-33000
,3600,"02/25/25 00:00:00","شهرية جاد",1401,103433,-3600
,2020,"02/25/25 00:00:00","البنات",1402,101413,-2020
,800,"02/25/25 00:00:00","ابو يوسف / بنزين و الدكتوره",1403,100613,-800
59,,"02/25/25 00:00:00","قطرة مضاد حيوي / ايمان",1404,100672,59
,500,"02/25/25 00:00:00","السعدني / نظارات",1405,100172,-500
,69051,"02/26/25 00:00:00","مرتبات المركز",1406,31121,-69051
,11099,"02/26/25 00:00:00","تحت حساب العيادة",1407,20022,-11099
16215,75,"02/25/25 00:00:00","نوري2250",1408,36162,16140
4770,150,"02/26/25 00:00:00","نوري2400",1409,40782,4620
,1000,"02/26/25 00:00:00","دوا د السعدني",1410,39782,-1000
,5,"02/26/25 00:00:00","نقص الشفت الاول",1411,39777,-5
2675,1000,"02/27/25 00:00:00","البواب",1412,41452,1675
,100,"02/27/25 00:00:00","مفاتيح",1413,41352,-100
,75,"02/27/25 00:00:00","نوري2475",1414,41277,-75
,10500,"03/01/25 00:00:00","شنطة رمضان",1415,30777,-10500
3965,85,"03/01/25 00:00:00","اوفو",1416,34657,3880
,600,"03/01/25 00:00:00","ابو يوسف الدكتورة",1417,34057,-600
16600,,"03/02/25 00:00:00","كفرالشيخ",1418,50657,16600
,26600,"03/02/25 00:00:00","ايجار بطرس",1419,24057,-26600
,3000,"06/30/25 00:00:00","تحت حساب كفرات الاشعه",1840,161405,-3000
225,,"06/30/25 00:00:00","د محمد عبدالرحيم",1841,161630,225
14170,150,"06/30/25 00:00:00","نوري1575",1842,175650,14020
,156,"06/30/25 00:00:00","هدير شفت فني30-6",1843,175494,-156
,50,"06/30/25 00:00:00","م.رضا",1844,175444,-50
,20,"06/30/25 00:00:00","مواصلات الصواف",1845,175424,-20
,100,"06/30/25 00:00:00","عصام فيمتو",1846,175324,-100
,1000,"06/30/25 00:00:00","مصطفى السعدني الفيمتو /انستاباي",1847,174324,-1000
1575,,"06/30/25 00:00:00","تقفيل نوري",1848,175899,1575
,25000,"07/01/25 00:00:00","تحت حساب العيادة",1849,150899,-25000
,56328,"07/01/25 00:00:00","المرتبات",1850,94571,-56328
,1275,"07/01/25 00:00:00","كشوفات فيزيتا *140*5+كشوفات المركز5*115(دسعيد)",1851,93296,-1275
200,,"07/01/25 00:00:00","دسعيد ",1852,93496,200
,1000,"07/01/25 00:00:00","عم سعيد البواب",1853,92496,-1000
58800,,"07/01/25 00:00:00","طنطا",1854,151296,58800
,155,"07/01/25 00:00:00","شفت هدير1-7 بديلا للفني",1855,151141,-155
,200,"07/01/25 00:00:00","جولد اي",1856,150941,-200
,26600,"07/02/25 00:00:00","ايجار بطرس",1857,124341,-26600
,2100,"07/02/25 00:00:00","السعدني/فلوماك/بنزين",1858,122241,-2100
1250,1250,"07/02/25 00:00:00","ريهام ليوم السبت-تم7-7",1859,122241,0
26415,85,"07/02/25 00:00:00","جولد اي",1860,148571,26330
,130,"07/02/25 00:00:00","شاي+2ك سكر",1861,148441,-130
,20,"07/02/25 00:00:00","تاكسي الشروق حالة تبع د السعدني",1862,148421,-20
,160,"07/02/25 00:00:00","شفت هدير2-7 بديلا للفني",1863,148261,-160
,30000,"07/03/25 00:00:00","فيزا cib يخصم من العياده",1864,118261,-30000
3525,255,"07/03/25 00:00:00","جولد اي 455",1865,121531,3270
,11600,"07/05/25 00:00:00","عدسات شركة يس تسترد من د السعدني",1866,109931,-11600
9565,900,"07/05/25 00:00:00","باقي فحص تحويل محفظه",1867,118596,8665
,1015,"07/05/25 00:00:00","كهربا",1868,117581,-1015
,30,"07/05/25 00:00:00","ينوسن",1869,117551,-30
500,600,"07/05/25 00:00:00","صافي تم سداد 500 متبقي 100",1870,117451,-100
,85,"07/05/25 00:00:00","جولد اي",1871,117366,-85
,100,"07/05/25 00:00:00","نوري",1872,117266,-100
,19250,"07/06/25 00:00:00","ايجار الشروق",1873,98016,-19250
,1075,"07/06/25 00:00:00","اورانج + فودافون",1874,96941,-1075
,500,"07/06/25 00:00:00","جمعية محمد سلطان",1875,96441,-500
,1875,"07/06/25 00:00:00","السعدني / فلوماك",1876,94566,-1875
,200,"07/06/25 00:00:00","ابو يوسف / الدكتوره",1877,94366,-200
42465,200,"07/06/25 00:00:00","نوري",1878,136631,42265
,85,"07/06/25 00:00:00","جولد اي",1879,136546,-85
,80000,"07/07/25 00:00:00","بوكسين مشارط SBK130",1880,56546,-80000
7070,,"07/07/25 00:00:00","طنطا",1881,63616,7070
,100,"07/07/25 00:00:00","اوفو",1882,63516,-100
