الاجمالي,الرصيد,الايراد,المصروف,التاريخ,ملاحظات,ID
142927,-1000,,1000,"07/01/24 00:00:00","البنات",506
136927,-6000,,6000,"07/01/24 00:00:00","قطر الحرمين 450 ريال",507
139907,2980,3040,60,"07/01/24 00:00:00","شعاع الجديد",508
121822,-17500,,17500,"07/02/24 00:00:00","ايجار الشروق",510
121562,-260,,260,"07/02/24 00:00:00","اوفر شوز*4+مواصلات",511
121562,0,2100,2100,"07/02/24 00:00:00","د محمد عبد الرحيم رسالة/تم السداد",512
161067,39505,40505,1000,"07/02/24 00:00:00","البواب",513
160947,-120,,120,"07/02/24 00:00:00","اوفو120",514
160827,0,2425,2425,"07/02/24 00:00:00","الصواف/تم السداد",516
160627,-200,,200,"07/02/24 00:00:00","فاتورة نت الشروق",517
157837,-24200,,24200,"07/03/24 00:00:00","ايجار بطرس",519
137837,-20000,,20000,"07/03/24 00:00:00","د. السعدني فيزا cib",520
60162,2325,2600,275,"07/04/24 00:00:00","طنطا - (65 شاي+210 صيانة فلتر)",522
66622,6460,6520,60,"07/06/24 00:00:00","طنطا / شعاع180",523
68622,2000,2000,,"07/07/24 00:00:00","عدسات د/ الصواف",524
112680,44058,45445,1387,"07/07/24 00:00:00","طنطا - (كهربا + مشتريات عصام)",525
117720,5040,7140,2100,"07/08/24 00:00:00","جوانتي معقم علبتين 50*1050",526
117645,-75,,75,"07/08/24 00:00:00","قارورة مايه",527
117565,-40,,40,"07/08/24 00:00:00","مواصلات طه الصواف",529
157055,39490,39490,,"07/09/24 00:00:00","طنطا",530
57055,-100000,,100000,"07/09/24 00:00:00","ليد مصطفي السعدني",531
18040,-10000,,10000,"07/10/24 00:00:00","مكافأة د السعدني",533
44835,26795,26795,,"07/10/24 00:00:00","طنطا",534
44425,-65,,65,"07/10/24 00:00:00","ادوات مكتبية",536
44350,-75,,75,"07/10/24 00:00:00","سكر 2 ك*37",537
43950,-400,,400,"07/11/24 00:00:00"," كوبايات بلاستك1*360+انتقالات",538
47240,3290,3510,220,"07/11/24 00:00:00","بالطوهات",539
58890,11650,11650,,"07/13/24 00:00:00","طنطا",540
84050,-20000,,20000,"07/14/24 00:00:00","م/جاد تحت حساب الاسطوانه",542
83990,-60,,60,"07/14/24 00:00:00","اوفو180",543
88570,4580,4645,65,"07/15/24 00:00:00","شاي",544
87570,-1000,,1000,"07/15/24 00:00:00","كهربا",545
87430,-20,,20,"07/15/24 00:00:00","مواصلات مصطفى الصواف",548
87455,25,25,,"07/16/24 00:00:00","طباعة ورق د كريم",549
141490,54035,54135,100,"07/16/24 00:00:00","ابو يوسف",550
158085,16595,17735,1140,"07/17/24 00:00:00","باكت ورق 5*220",551
157805,-160,,160,"07/17/24 00:00:00"," حجاير4*40",553
146585,-11220,,11220,"07/18/24 00:00:00","عدسات د السعدني",554
148335,1750,1750,,"07/18/24 00:00:00","طنطا",555
159490,11155,11395,240,"07/20/24 00:00:00","اوفو480",556
159490,0,1000,1000,"07/20/24 00:00:00","نورا لاول الشهر/تم السداد3-8",557
39490,-120000,,120000,"07/20/24 00:00:00","ليد مصطفي السعدني",558
39390,-20,,20,"07/20/24 00:00:00","مواصلات الصواف",560
36790,-600,,600,"07/21/24 00:00:00","البنات",562
84770,0,100,100,"07/21/24 00:00:00","طه",564
84750,-20,,20,"07/21/24 00:00:00","مواصلات طه الصواف",565
84675,-75,,75,"07/21/24 00:00:00","قارورة مايه",566
82795,-1880,,1880,"07/21/24 00:00:00","كهرباءالدار",567
80775,-2020,,2020,"07/22/24 00:00:00","كهربا",568
108740,13225,13225,,"07/23/24 00:00:00","طنطا",570
108740,0,300,300,"07/23/24 00:00:00","صافي لاول الشهر/تم السداد",571
106740,-2000,,2000,"07/24/24 00:00:00","ترجمة التوكيلات  د السعدني",572
148570,41830,41830,,"07/24/24 00:00:00","طنطا",573
148120,-450,,450,"07/24/24 00:00:00","ابو يوسف (لبن+بنزين)",574
148060,-60,,60,"07/24/24 00:00:00","اوفو 540",575
149790,1730,1790,60,"07/25/24 00:00:00","اوفو 600",577
149730,-60,,60,"07/25/24 00:00:00","شعاع 360",578
148930,-800,,800,"07/27/24 00:00:00","تعديل كهربا الصيدليه",579
155800,-50,,50,"07/27/24 00:00:00","م.رضا",581
155733,-67,,67,"07/27/24 00:00:00","سكر وشاي",582
155493,-180,,180,"07/28/24 00:00:00","بالطوهات",584
155433,-60,,60,"07/28/24 00:00:00","مفاتيح د السعدني",585
154153,-1280,,1280,"07/28/24 00:00:00"," جاونات45*22 واوفر شوز5*50",586
152153,-2000,,2000,"07/28/24 00:00:00","البنات",587
191563,39410,39730,320,"07/28/24 00:00:00","تعاقد الشروق",588
190853,-650,,650,"07/28/24 00:00:00","كاتيل الشروق",590
193343,2490,2550,60,"07/29/24 00:00:00","اوفو660",591
193283,-60,,60,"07/28/24 00:00:00","شعاع540",592
193163,-120,,120,"07/28/24 00:00:00","استخراج سجل تجاري",593
193063,-100,,100,"07/30/24 00:00:00","طه",594
202951,9850,9900,50,"07/30/24 00:00:00","علاج د السعدني",596
187351,-15600,,15600,"07/30/24 00:00:00","جاد باقي الاسطوانة +3600 شهرية",598
187286,-65,,65,"07/30/24 00:00:00","شاي",599
187066,-220,,220,"07/30/24 00:00:00","تحت حساب توكيلات د السعدني",600
202881,15815,15815,,"07/31/24 00:00:00",,601
205121,2240,2300,60,"08/01/24 00:00:00","شعاع60",602
203121,-2000,,2000,"08/01/24 00:00:00","الدكتوره",603
202921,-200,,200,"08/01/24 00:00:00","تصليح زجاج",604
202884,-37,,37,"08/01/24 00:00:00","سكر",605
131278,-10000,,10000,"08/03/24 00:00:00","تحت حساب العيادة شهر7",607
130478,-1000,,1000,"08/03/24 00:00:00","عم سعيدالبواب",609
138008,7530,7590,60,"08/03/24 00:00:00","اوفو60",610
113808,-24200,,24200,"08/04/24 00:00:00","ايجار بطرس",611
139038,25230,25430,200,"08/04/24 00:00:00","نت الشروق",612
121538,-17500,,17500,"08/05/24 00:00:00","ايجار الشروق",613
120953,-585,,585,"08/05/24 00:00:00"," اورانج وفودافون",614
118453,-2500,,2500,"08/05/24 00:00:00","كهربا",615
103733,4980,4980,,"08/05/24 00:00:00","د محمد عبدالرحيم",617
102633,-1100,,1100,"08/06/24 00:00:00","دالسعدني ابو يوسف",618
136660,34027,34027,,"08/06/24 00:00:00","طنطا",619
127060,-9000,,9000,"08/06/24 00:00:00","من تحت حساب 1000 كفر اشعة/",621
126660,-400,,400,"08/06/24 00:00:00","كوبايات+ 40 مواصلات",622
126623,-37,,37,"08/06/24 00:00:00","سكر",623
126596,-27,,27,"08/06/24 00:00:00","كوبايات",624
126196,-400,,400,"08/06/24 00:00:00","فلتر الشروق",625
132706,6510,6510,,"08/07/24 00:00:00",,626
129451,2245,2300,55,"08/08/24 00:00:00","شاي",628
129391,-60,,60,"08/08/24 00:00:00","اوفو120",629
87737,-41654,,41654,"08/10/24 00:00:00","النسبة",630
78737,-9000,,9000,"08/10/24 00:00:00","مكافأة د السعدني",631
78687,-50,,50,"08/10/24 00:00:00","مندوب ابن سينا",632
86357,7670,7790,120,"08/10/24 00:00:00","اوفو240",633
86157,-200,,200,"08/10/24 00:00:00","ابو يوسف",634
124577,40720,41220,500,"08/11/24 00:00:00","مصطفى السعدني",637
130192,5615,5675,60,"08/12/24 00:00:00","اوفو300",638
127008,-3110,,3110,"08/12/24 00:00:00","جوانتيات+اوفر هيد+بيتادين",640
127548,540,540,,"08/13/24 00:00:00","تقفيل حساب شعاع شهر 7",641
126838,-710,,710,"08/13/24 00:00:00","محلول ملح",642
197843,71005,71005,,"08/13/24 00:00:00","طنطا",643
196933,-850,,850,"08/13/24 00:00:00","صيانةطابعة",645
225923,28990,28990,,"08/14/24 00:00:00","طنطا",646
225823,-100,,100,"08/14/24 00:00:00","مواصلات عصام مرتين مستلزمات+مرة الصواف",647
225263,-560,,560,"08/14/24 00:00:00","طرد مصطفى السعدني",648
41213,-180000,,180000,"08/14/24 00:00:00","د. السعدني",651
42143,930,930,,"08/15/24 00:00:00","طنطا",652
42083,-60,,60,"08/15/24 00:00:00","اوفو360",653
52963,10880,12880,2000,"08/17/24 00:00:00","ورق 1800/حافظه 200/مواصلات 40",654
52783,-180,,180,"08/17/24 00:00:00","اوفو540",655
52233,-550,,550,"08/17/24 00:00:00","طرد مصطفى السعدني",656
46833,-5400,,5400,"08/18/24 00:00:00","بدل مواصلات",657
107374,-320,,320,"08/18/24 00:00:00","تعاقد الشروق",659
107324,-50,,50,"08/18/24 00:00:00","عاملة نظافة",660
126199,18875,18940,65,"08/19/24 00:00:00","شاي",661
126139,-60,,60,"08/19/24 00:00:00","اوفو660",662
125819,-320,,320,"08/19/24 00:00:00","تعاقد الشروق",663
107459,-15000,,15000,"08/19/24 00:00:00","حساب الفيس",665
107484,25,25,,"08/20/24 00:00:00","طباعة ورق د كريم",666
148174,40690,41890,1200,"08/20/24 00:00:00","بيتادين 2 جركن",667
148174,0,1200,1200,"08/20/24 00:00:00","ام محمود/تمالسداد22-12",668
118174,-20000,,20000,"08/21/24 00:00:00","فيزا البنك الاهلي (من فلوس العياده)",670
117994,-180,,180,"08/21/24 00:00:00","اوفو840",671
117875,-119,,119,"08/21/24 00:00:00","فاتورة مياه",672
140155,22280,22980,700,"08/21/24 00:00:00","كهربا",673
140015,-140,,140,"08/22/24 00:00:00"," مجرى للدرج استقبال+انتقالات",674
138045,-1970,,1970,"08/22/24 00:00:00","عدد72 قطرة سايكلو",675
138490,445,610,165,"08/22/24 00:00:00","شاي وسكر وشاي اخضر",676
145340,6850,7070,220,"08/24/24 00:00:00","بالطوهات",677
177010,31670,31730,60,"08/25/24 00:00:00","شعاع180",678
176890,-120,,120,"08/25/24 00:00:00","اوفو960",679
175010,-1880,,1880,"08/25/24 00:00:00","كهرباء الدار",680
158880,3870,3930,60,"08/26/24 00:00:00","اوفو 1020",682
158560,-320,,320,"08/26/24 00:00:00","تعاقد الشروق",683
158420,-140,,140,"08/26/24 00:00:00","تحت حساب كوبايات للشروق",684
156420,-2000,,2000,"08/26/24 00:00:00","د السعدني نقدا",685
160790,4370,4520,150,"08/27/24 00:00:00","ابو يوسف",686
157750,-1000,,1000,"08/28/24 00:00:00","ضريبه عقاريه صيدلية سبرباي سنة 23 و 24",688
157690,-60,,60,"08/28/24 00:00:00","شعاع240",689
172570,14880,14940,60,"08/28/24 00:00:00","شاي",690
173790,1220,1280,60,"08/29/24 00:00:00","شعاع300",691
173684,-106,,106,"08/29/24 00:00:00","منظفات",692
185154,11470,11670,200,"08/31/24 00:00:00","جولد اي",693
185034,-120,,120,"08/31/24 00:00:00","شعاع420",694
184934,-100,,100,"08/31/24 00:00:00","ابو يوسف",695
184874,-60,,60,"08/31/24 00:00:00","مفاتيح",696
112273,-10000,,10000,"09/01/24 00:00:00","تحت حساب العيادة شهر8",698
112323,50,50,,"09/01/24 00:00:00","هاي فريش",699
67323,-44000,,44000,"09/01/24 00:00:00","حساب 44 بوكس عدسات+7 بونص",701
67243,-80,,80,"09/01/24 00:00:00","مواصلات عصام الطباعة+ابن سينا العدسات",702
67963,720,720,,"09/01/24 00:00:00","جولد اي /تم السداد حتى 31/8",703
68013,50,50,,"09/01/24 00:00:00","م/رضا تم السداد لاشئ",704
43813,-24200,,24200,"09/02/24 00:00:00","ايجار بطرس",705
43433,-380,,380,"09/01/24 00:00:00","قطرات توسيع د محمد",706
71113,-60,,60,"09/01/24 00:00:00","شعاع60",708
70943,-70,,70,"09/01/24 00:00:00","سكر",710
70843,-100,,100,"09/01/24 00:00:00","علاج د السعدني",711
76943,6100,6250,150,"09/02/24 00:00:00","صيانة فلتر",712
76783,-160,,160,"09/02/24 00:00:00","فوط وكوبيات",713
76723,-60,,60,"09/02/24 00:00:00","شعاع120",714
144418,71295,71950,655,"09/03/24 00:00:00","طرد م السعدني",716
144218,-200,,200,"09/03/24 00:00:00","نت الشروق",717
142198,-2020,,2020,"09/03/24 00:00:00","مكتب المحاسبة استخراج وثيقة للضرايب",718
142158,-40,,40,"09/03/24 00:00:00","سكر الشروق",719
165958,23800,23920,120,"09/04/24 00:00:00","اوفو120",720
148458,-17500,,17500,"09/04/24 00:00:00","ايجار الشروق",722
148198,-260,,260,"09/05/24 00:00:00","اورانج وفودافون",723
142898,-5300,,5300,"09/05/24 00:00:00"," جوانتيات1*1100+4*1050مقاس 7.5",725
141353,-1545,,1545,"09/05/24 00:00:00","سلوك الاستقبال + مصنعية الكهربائي",726
142728,1375,1460,85,"09/05/24 00:00:00","شاي وسكر ",727
142578,-150,,150,"09/05/24 00:00:00","مرتجع كشف",728
150088,7510,7510,,"09/07/24 00:00:00","طنطا",729
149888,-200,,200,"09/07/24 00:00:00","بالطوهات",730
182184,32296,32296,,"09/08/24 00:00:00","طنطا",731
182084,-100,,100,"09/08/24 00:00:00","جولد ايز200",732
181634,-450,,450,"09/08/24 00:00:00","صيانة طابعة م سعاد",733
181334,-300,,300,"09/09/24 00:00:00","مصطفى السعدني بساطه",734
189984,8650,8770,120,"09/09/24 00:00:00","شعاع240",735
187424,-60,,60,"09/09/24 00:00:00","اوفو180",737
187404,-20,,20,"09/09/24 00:00:00","مواصلات طه الصواف",738
185404,-2000,,2000,"09/09/24 00:00:00","كهربا",739
133145,-14400,,14400,"09/10/24 00:00:00","اضافي د السعدني",741
133071,-74,,74,"09/10/24 00:00:00","2 سكر",742
168991,35920,36170,250,"09/10/24 00:00:00","كروكسين",743
166174,-2300,,2300,"09/10/24 00:00:00","نت بطرس 4 شهور6-9/ارضي 3 شهور ",745
166174,0,20000,20000,"09/10/24 00:00:00","من حساب تصليح جهاز الفاكو (واصل 160 متبقي 20)/تم السداد ك",746
166174,0,2000,2000,"09/10/24 00:00:00","كهربا بيت د/السعدني/تم السداد ك",747
165424,-750,,750,"09/10/24 00:00:00","اوفر شوز50*10+بالطو للعاملة*250",748
165364,-60,,60,"09/10/24 00:00:00","شعاع300",749
182909,17545,17590,45,"09/11/24 00:00:00","ادوية طوارئ",750
182219,-650,,650,"09/11/24 00:00:00","طرد مصطفى السعدني",752
181219,-1000,,1000,"09/11/24 00:00:00","صيانة كفرالشيخ-د السعدني",753
177619,-3600,,3600,"09/11/24 00:00:00","شهرية جاد",755
177559,-60,,60,"09/11/24 00:00:00","شعاع360 ",756
177532,-27,,27,"09/11/24 00:00:00","حجارة",757
177177,-355,,355,"09/11/24 00:00:00","محلول ملح",758
177027,-150,,150,"09/11/24 00:00:00","حداد",759
177067,40,40,,"09/12/24 00:00:00","طباعة ورق د كريم",760
176887,-80,,80,"09/12/24 00:00:00","بالطوهات",762
178887,2000,2750,750,"09/12/24 00:00:00","مناديل+مواصلات",763
178827,-60,,60,"09/12/24 00:00:00","شعاع420",764
188837,10010,10110,100,"09/14/24 00:00:00","جولد اي300",765
188667,-110,,110,"09/14/24 00:00:00","مصطفى السعدني ابو يوسف",767
180667,-8000,,8000,"09/15/24 00:00:00","البنات 3500/هشام 4000/السعدني 500",769
215766,35099,35115,16,"09/15/24 00:00:00","خل",770
211766,-4000,,4000,"09/16/24 00:00:00","كارتله (4*1000)",771
220056,8290,8350,60,"09/16/24 00:00:00","شعاع480",772
220036,-20,,20,"09/16/24 00:00:00","مواصلات الصواف",773
219786,-250,,250,"09/16/24 00:00:00","الطابعة/صيانة",774
219786,0,20000,20000,"09/17/24 00:00:00","من حساب تصليح جهاز الفاكو (واصل 180 خالص)تم ك",775
273041,53255,53895,640,"09/17/24 00:00:00","تعاقد الشروق",777
272922,-119,,119,"09/17/24 00:00:00","فاتورة مياه",778
272848,-74,,74,"09/17/24 00:00:00","سكر2ك",779
272673,-75,,75,"09/17/24 00:00:00","نوري",781
269573,-3100,,3100,"09/18/24 00:00:00","بالطو تمريض (25م قماش 2000ج ,1050 طرح 14*75 , 50 مواصلات)",782
265973,-3600,,3600,"09/18/24 00:00:00","صندوق القرض / ريهام يسدد شهر 11",783
125973,-140000,,140000,"09/18/24 00:00:00","ليد مصطفي السعدني",784
142583,16610,16670,60,"09/18/24 00:00:00","شعاع540",786
142483,-100,,100,"09/18/24 00:00:00","طه",787
142448,-35,,35,"09/18/24 00:00:00","شرشوبة",788
142148,-300,,300,"09/18/24 00:00:00","كرتونة كوبيات",789
139278,-2870,,2870,"09/18/24 00:00:00","جاون+جوانتيات",790
138403,-875,,875,"09/19/24 00:00:00","ورق5 باكو*175",791
138933,1530,1650,120,"09/19/24 00:00:00","شعاع660",793
138873,-60,,60,"09/19/24 00:00:00","اوفو300",794
148843,9970,10090,120,"09/21/24 00:00:00","شعاع780",795
148628,-65,,65,"09/21/24 00:00:00","شاي",797
144628,-4000,,4000,"09/21/24 00:00:00","علبتين تعقيم",798
161258,-75,,75,"09/22/24 00:00:00","نوري300",800
160938,-320,,320,"09/22/24 00:00:00","تعاقد الشروق",801
164998,4060,4060,,"09/23/24 00:00:00","طنطا",802
185278,20380,20380,,"09/24/24 00:00:00","طنطا",804
185318,40,40,,"09/24/24 00:00:00","زيادة حالة زينب",805
197673,12355,12355,,"09/25/24 00:00:00",,806
199383,1770,1770,,"09/26/24 00:00:00","طنطا",808
199383,0,100,100,"09/28/24 00:00:00","صافي لاول الشهر/تم السداد10-11",809
198863,-520,,520,"09/28/24 00:00:00","السعدني كبسولات",810
197263,-1600,,1600,"09/28/24 00:00:00","كرسي اوضة الدكاتره (2*800)",811
199853,2590,2665,75,"09/28/24 00:00:00","نوري375",812
199744,-35,,35,"09/28/24 00:00:00","لمبة للسلم",814
199524,-220,,220,"09/28/24 00:00:00","بالطوهات",815
217994,18470,18620,150,"09/29/24 00:00:00","نوري525",816
217714,-280,,280,"09/29/24 00:00:00","مشمع للعمليات",817
218824,2670,3670,1000,"09/30/24 00:00:00","سعدني اونلاين",820
218524,-300,,300,"09/30/24 00:00:00","نوري 825",821
218504,-20,,20,"09/30/24 00:00:00","طه الصواف",822
207494,-11010,,11010,"10/01/24 00:00:00","تحت حساب عيادة طنطا",823
140431,-1000,,1000,"10/01/24 00:00:00","عم سعيدالبواب",825
140431,0,4125,4125,"10/01/24 00:00:00","فك وتركيب صيدلية سبرباي/تم",826
180744,39488,39925,437,"10/01/24 00:00:00","منظفات الشروق",828
180724,-20,,20,"10/01/24 00:00:00","داليا",829
180704,-20,,20,"10/01/24 00:00:00","شاي",830
156504,-24200,,24200,"10/01/24 00:00:00","ايجار بطرس",831
163464,6960,6960,,"10/02/24 00:00:00",,832
163164,-300,,300,"10/02/24 00:00:00","نوري300",833
143854,-19250,,19250,"10/03/24 00:00:00","ايجار الشروق",835
143074,-780,,780,"10/03/24 00:00:00","فودافون8-9",836
142874,-200,,200,"10/03/24 00:00:00","اورانج",837
144219,2145,2265,120,"10/03/24 00:00:00","بالطوهات",839
144099,-120,,120,"10/03/24 00:00:00","اوفو180",840
144024,-75,,75,"10/03/24 00:00:00","نوري375",841
144064,40,40,,"10/03/24 00:00:00","زيادة",842
149754,5690,5915,225,"10/05/24 00:00:00","نوري600",844
178439,28685,29220,535,"10/06/24 00:00:00","ازالة اليافطة",845
178284,-75,,75,"10/06/24 00:00:00","نوري675",847
185204,6920,7145,225,"10/07/24 00:00:00","نوري900",848
185184,-20,,20,"10/07/24 00:00:00","مواصلات",849
184909,-275,,275,"10/07/24 00:00:00","فلتر",850
184854,-55,,55,"10/07/24 00:00:00","شاي",851
181180,-3600,,3600,"10/08/24 00:00:00","جاد ",853
180760,-420,,420,"10/08/24 00:00:00","اضافي ساره",854
130760,-50000,,50000,"10/08/24 00:00:00","يد مصطفى السعدني",855
146880,16120,16920,800,"10/08/24 00:00:00","تصليح زجاج",856
165430,18550,18550,,"10/09/24 00:00:00","طنطا",857
165370,-60,,60,"10/09/24 00:00:00","شعاع60",859
165310,-60,,60,"10/09/24 00:00:00","اوفو240",860
165210,-100,,100,"10/09/24 00:00:00","جولد اي500",861
148410,-16800,,16800,"10/10/24 00:00:00","د السعدني مكافأة",862
112285,0,250,250,"10/10/24 00:00:00","هدير/تم السداد10-4",864
97945,-60,,60,"10/10/24 00:00:00","اوفو300",866
97870,-75,,75,"10/10/24 00:00:00","نوري975",867
97892,22,22,,"10/12/24 00:00:00","طباعة د كريم",868
97432,-460,,460,"10/12/24 00:00:00","اضافي صافي",869
103327,5895,6205,310,"10/12/24 00:00:00","دوا د السعدني",870
103637,310,310,,"10/12/24 00:00:00","سداد الدوا",871
103562,-75,,75,"10/12/24 00:00:00","نوري1050",872
103462,-100,,100,"10/12/24 00:00:00","جولد اي600",873
103462,0,200,200,"10/12/24 00:00:00","د السعدني ابو يوسف الارض تم",874
131432,27970,28195,225,"10/13/24 00:00:00","نوري1275",875
129732,-1700,,1700,"10/13/24 00:00:00","حبر طابعة الشروق",876
138997,8755,8785,30,"10/15/24 00:00:00","مصل للنمل",878
138692,-305,,305,"10/15/24 00:00:00","ماوس وكيبورد",879
138557,-60,,60,"10/15/24 00:00:00","اوفو360",881
138607,50,50,,"10/16/24 00:00:00","زيادة لد كريم",882
147767,9160,9160,,"10/16/24 00:00:00","طنطا",883
147717,-50,,50,"10/17/24 00:00:00","السعدني ",884
147717,0,1600,1600,"10/17/24 00:00:00","ابو يوسف/البيت مبيدات تم",885
149522,1805,1955,150,"10/17/24 00:00:00","تركيب يافطة السلم",887
152582,3060,3060,,"10/19/24 00:00:00","تقفيل حساب اوفو حتى 30-9",888
149302,-220,,220,"10/17/24 00:00:00","بالطوهات",890
149302,0,50,50,"10/17/24 00:00:00","سلفة رضا/تم",891
149232,-70,,70,"10/17/24 00:00:00","مواصلات رضوى",892
149158,-74,,74,"10/17/24 00:00:00","سكر 2 ك",893
149083,-75,,75,"10/17/24 00:00:00","نوري1425",894
151443,2360,2585,225,"10/19/24 00:00:00","نوري1650",895
151383,-60,,60,"10/19/24 00:00:00","شعاع120",896
151264,-119,,119,"10/19/24 00:00:00","وصل مياه",897
165049,-75,,75,"10/20/24 00:00:00","نوري1725",900
164989,-60,,60,"10/20/24 00:00:00","اوفو420",901
163689,-1300,,1300,"10/20/24 00:00:00","اكياس 20 ك احمر واسود+هاربيك+انتقالات",902
161689,-2000,,2000,"10/20/24 00:00:00","كهربا",903
161689,0,1880,1880,"10/21/24 00:00:00","كهربا الدار تم",904
163556,-23,,23,"10/21/24 00:00:00","شاي",906
163556,0,100,100,"10/22/24 00:00:00","صافي/تم السداد4-11",907
163581,25,25,,"10/22/24 00:00:00","طباعة د كريم",908
179261,15680,15740,60,"10/22/24 00:00:00","اوفو480",909
179116,-70,,70,"10/22/24 00:00:00","د السعدني رضوى كفر الشيخ",911
188781,9925,9985,60,"10/23/24 00:00:00","اوفو540",913
188706,-75,,75,"10/23/24 00:00:00","نوري 2100",914
188606,-100,,100,"10/23/24 00:00:00","جولد اي700",915
86406,-2200,,2200,"10/24/24 00:00:00","جاون طبيب/100*22 ",917
88106,1700,1780,80,"10/24/24 00:00:00","بالطو",918
87956,-150,,150,"10/24/24 00:00:00","نوري 2250",919
87056,-900,,900,"10/26/24 00:00:00","السعدني / ليكويد",920
95096,8040,8065,25,"10/26/24 00:00:00","سلاكة اذن",921
95096,0,100,100,"10/26/24 00:00:00","طه /تم31-10",922
95066,-30,,30,"10/26/24 00:00:00","اقلام",923
94841,-150,,150,"10/27/24 00:00:00","شاي/سكر/شاي اخضر",925
103781,8940,9015,75,"10/27/24 00:00:00","نوري2400",926
103721,-60,,60,"10/27/24 00:00:00","شعاع180",927
103661,-60,,60,"10/27/24 00:00:00","اوفو600",928
103591,-70,,70,"10/27/24 00:00:00","د السعدني رضوى كفر الشيخ",929
106901,-20,,20,"10/28/24 00:00:00","مواصلات مصطفى الصواف",931
106841,-60,,60,"10/28/24 00:00:00","شعاع240",932
102591,-4250,,4250,"10/29/24 00:00:00","بالطوهات تفصيل 17*250",933
131141,-1000,,1000,"10/30/24 00:00:00","عم سعيدالبواب",935
145006,13865,13940,75,"10/30/24 00:00:00","علاج د السعدني",936
124436,-20570,,20570,"10/30/24 00:00:00","تحت حساب عيادة طنطا شهر10",937
123936,-500,,500,"10/30/24 00:00:00","السعدني",938
60678,-63108,,63108,"10/31/24 00:00:00","مرتبات",940
62978,2300,2525,225,"10/31/24 00:00:00","نوري3000",941
62918,-60,,60,"10/31/24 00:00:00","شعاع300",942
62788,-12,,12,"10/31/24 00:00:00","الخميس ورديه تانيه / كوريكتور",944
73068,10280,10485,205,"11/02/24 00:00:00","طنطا / نت الشروق",945
72993,-75,,75,"11/02/24 00:00:00","نوري75",946
48793,-24200,,24200,"11/03/24 00:00:00","ايجار بطرس",947
51793,3000,3000,,"11/03/24 00:00:00","نوري سداد شهر10",948
51718,-75,,75,"11/03/24 00:00:00","سكر2 ك",949
79838,2420,2420,,"11/04/24 00:00:00","طنطا",951
79688,-150,,150,"11/04/24 00:00:00","نوري300",952
60438,-19250,,19250,"11/05/24 00:00:00","ايجار الشروق",953
60048,-390,,390,"11/05/24 00:00:00","فودافون د السعدني",954
69658,9610,9610,,"11/05/24 00:00:00","طنطا",955
69508,-150,,150,"11/05/24 00:00:00","نوري450",956
69368,-60,,60,"11/05/24 00:00:00","اوفو60",958
69103,-265,,265,"11/05/24 00:00:00","اورانج",959
75783,6680,6680,,"11/06/24 00:00:00","طنطا",960
74983,-800,,800,"11/06/24 00:00:00","ابو يوسف بنزين",961
74883,-60,,60,"11/06/24 00:00:00","شعاع60",963
74733,-150,,150,"11/06/24 00:00:00","نوري600",964
76488,1755,1975,220,"11/07/24 00:00:00","طنطا/ مكواه",966
76408,-80,,80,"11/07/24 00:00:00","جولد اي 160",967
76008,-400,,400,"11/07/24 00:00:00","ابو يوسف الدكتوره",968
75933,-75,,75,"11/07/24 00:00:00","نوري675",969
75813,-120,,120,"11/07/24 00:00:00","شعاع180",970
75753,-60,,60,"11/07/24 00:00:00","اوفو120",971
83003,7250,7250,,"11/09/24 00:00:00","طنطا",972
82478,-525,,525,"11/09/24 00:00:00","نوري 1200",973
82393,-85,,85,"11/09/24 00:00:00","زايد 85",974
59378,23775,23775,,"11/10/24 00:00:00",,976
58928,-450,,450,"11/10/24 00:00:00","نوري1650",977
58868,-60,,60,"11/10/24 00:00:00","شعاع240",978
39418,-19450,,19450,"11/11/24 00:00:00","مينا تورز د السعدني",979
38518,-280,,280,"11/11/24 00:00:00","اضافي سارة",982
41158,2640,2715,75,"11/11/24 00:00:00","نوري1725",983
41138,-20,,20,"11/11/24 00:00:00","مواصلات الصواف",984
41018,-120,,120,"11/11/24 00:00:00","منظفات+كوريكتور",985
39128,-1890,,1890,"11/12/24 00:00:00"," ادوات مكتبية+ اكواب بلاستيك+مواصلات عصام مرتين",986
39060,-68,,68,"11/12/24 00:00:00","سكر 2 ك الشروق",987
65195,26135,26135,,"11/12/24 00:00:00","طنطا",988
65065,-130,,130,"11/12/24 00:00:00","شاي وسكر",989
62015,-3050,,3050,"11/12/24 00:00:00","محمد رمضان",990
80755,18740,18825,85,"11/13/24 00:00:00","اوفو205",991
60755,-20000,,20000,"11/14/24 00:00:00","د السعدني نقدا",992
59360,-1395,285,1680,"11/14/24 00:00:00","يافطة ارض السعدني+ مواصلات عصام +عصام كفرالشيخ",993
59275,-85,,85,"11/14/24 00:00:00","شعاع325",994
85495,20950,21350,400,"11/17/24 00:00:00","ابو يوسف",997
85495,0,200,200,"11/17/24 00:00:00","دسعيد/تم1-12",998
85345,-150,,150,"11/17/24 00:00:00","نوري2175",999
88350,3090,3840,750,"11/18/24 00:00:00","صيانة الطابعة في الشروق(تغييرجزء خروج الورق)",1001
86470,-1880,,1880,"11/18/24 00:00:00","الدار دالسعدني",1002
83720,-2750,,2750,"11/18/24 00:00:00","قطرات 100*27.5فارما تيرز",1003
83400,-320,,320,"11/18/24 00:00:00","تعاقد الشروق",1004
